"SVN"	"Taxon"	"CountValue"
"9174"	"01041WSE"	"Rhyacophila narvae"	1
"9175"	"01111CSR"	"Rhyacophila narvae"	53
"9176"	"01117CSR"	"Rhyacophila narvae"	1
"9177"	"01118CSR"	"Rhyacophila narvae"	2
"9178"	"99020CSR"	"Rhyacophila pellisa"	2
"9179"	"00028CSR"	"Rhyacophila valuma"	2
"9180"	"00016CSR"	"Rhyacophila valuma"	2
"9181"	"00039CSR"	"Rhyacophila valuma"	1
"9182"	"00042CSR"	"Rhyacophila valuma"	1
"9183"	"00036CSR"	"Rhyacophila valuma"	1
"9184"	"00012CSR"	"Rhyacophila valuma"	1
"9185"	"00027CSR"	"Rhyacophila valuma"	5
"9186"	"00028REM"	"Rhyacophila valuma"	13
"9187"	"01104CSR"	"Rhyacophila valuma"	3
"9188"	"01105CSR"	"Rhyacophila valuma"	1
"9189"	"01106CSR"	"Rhyacophila valuma"	15
"9190"	"01041CSR"	"Rhyacophila valuma"	27
"9191"	"01066CSR"	"Rhyacophila valuma"	12
"9192"	"01062CSR"	"Rhyacophila valuma"	1
"9193"	"01082CSR"	"Rhyacophila valuma"	9
"9194"	"01089CSR"	"Rhyacophila valuma"	1
"9195"	"00001WSE"	"Rhyacophila pellisa/valuma"	1
"9196"	"00010WSE"	"Rhyacophila pellisa/valuma"	1
"9197"	"01039WSE"	"Rhyacophila pellisa/valuma"	2
"9198"	"00012WSE"	"Brachycentrus occidentalis"	36
"9199"	"99035REM"	"Rhyacophila Vagrita Gr."	1
"9200"	"00031REM"	"Rhyacophila Vagrita Gr."	3
"9201"	"01109CSR"	"Rhyacophila Vagrita Gr."	29
"9202"	"00039CSR"	"Rhyacophila Verrula Gr."	3
"9203"	"99011REM"	"Rhyacophila Verrula Gr."	1
"9204"	"99019REM"	"Rhyacophila Verrula Gr."	1
"9205"	"00025CSR"	"Rhyacophila Verrula Gr."	2
"9206"	"00013REM"	"Rhyacophila Verrula Gr."	2
"9207"	"01110CSR"	"Rhyacophila Verrula Gr."	2
"9208"	"00003WSE"	"Rhyacophila verrula"	1
"9209"	"00008WSE"	"Rhyacophila verrula"	3
"9210"	"99061CSR"	"Rhyacophila Vofixa Gr."	2
"9211"	"99015REM"	"Rhyacophila Vofixa Gr."	1
"9212"	"99074CSR"	"Rhyacophila Vofixa Gr."	32
"9213"	"99039CSR"	"Rhyacophila Vofixa Gr."	1
"9214"	"99053CSR"	"Rhyacophila Vofixa Gr."	1
"9215"	"99015CSR"	"Rhyacophila Vofixa Gr."	1
"9216"	"99071CSR"	"Rhyacophila Vofixa Gr."	1
"9217"	"99034CSR"	"Rhyacophila Vofixa Gr."	3
"9218"	"99054CSR"	"Rhyacophila Vofixa Gr."	12
"9219"	"00069CSR"	"Rhyacophila Vofixa Gr."	73
"9220"	"99044CSR"	"Rhyacophila Vofixa Gr."	2
"9221"	"99033CSR"	"Rhyacophila Vofixa Gr."	2
"9222"	"99030REM"	"Rhyacophila Vofixa Gr."	2
"9223"	"99027REM"	"Rhyacophila Vofixa Gr."	1
"9224"	"99029REM"	"Rhyacophila Vofixa Gr."	1
"9225"	"99018REM"	"Rhyacophila Vofixa Gr."	1
"9226"	"99016REM"	"Rhyacophila Vofixa Gr."	3
"9227"	"99017REM"	"Rhyacophila Vofixa Gr."	1
"9228"	"99001REM"	"Rhyacophila Vofixa Gr."	7
"9229"	"99035REM"	"Rhyacophila Vofixa Gr."	5
"9230"	"99031REM"	"Rhyacophila Vofixa Gr."	2
"9231"	"99019REM"	"Rhyacophila Vofixa Gr."	5
"9232"	"00031CSR"	"Rhyacophila Vofixa Gr."	3
"9233"	"00010CSR"	"Rhyacophila Vofixa Gr."	2
"9234"	"00025CSR"	"Rhyacophila Vofixa Gr."	1
"9235"	"00006CSR"	"Rhyacophila Vofixa Gr."	5
"9236"	"00001WSE"	"Rhyacophila Vofixa Gr."	29
"9237"	"99022CSR"	"Rhyacophila oreta"	2
"9238"	"01105CSR"	"Rhyacophila Iranda Gr"	2
"9239"	"01106CSR"	"Rhyacophila Iranda Gr"	33
"9240"	"01109CSR"	"Rhyacophila Iranda Gr"	7
"9241"	"01012CSR"	"Rhyacophila Iranda Gr"	22
"9242"	"01072CSR"	"Rhyacophila Iranda Gr"	117
"9243"	"01076CSR"	"Rhyacophila Iranda Gr"	8
"9244"	"01059CSR"	"Rhyacophila Iranda Gr"	2
"9245"	"01085CSR"	"Rhyacophila Iranda Gr"	2
"9246"	"01113CSR"	"Rhyacophila Iranda Gr"	1
"9247"	"99015REM"	"Micrasema"	1
"9248"	"99074CSR"	"Micrasema"	21
"9249"	"99039CSR"	"Micrasema"	1
"9250"	"99009CSR"	"Micrasema"	1
"9251"	"99062CSR"	"Micrasema"	9
"9252"	"99068CSR"	"Micrasema"	5
"9253"	"99072CSR"	"Micrasema"	4
"9254"	"99057CSR"	"Micrasema"	2
"9255"	"00046CSR"	"Micrasema"	3
"9256"	"00001CSR"	"Micrasema"	1
"9257"	"99001SPS"	"Micrasema"	4
"9258"	"99013REM"	"Micrasema"	4
"9259"	"00039CSR"	"Micrasema"	1
"9260"	"99071CSR"	"Micrasema"	9
"9261"	"99010CSR"	"Micrasema"	4
"9262"	"99037CSR"	"Micrasema"	1
"9263"	"00069CSR"	"Micrasema"	14
"9264"	"99025CSR"	"Micrasema"	7
"9265"	"99022CSR"	"Micrasema"	2
"9266"	"00005CSR"	"Micrasema"	2
"9267"	"99058CSR"	"Micrasema"	2
"9268"	"99006CSR"	"Micrasema"	9
"9269"	"99026REM"	"Micrasema"	5
"9270"	"99009REM"	"Micrasema"	19
"9271"	"99007REM"	"Micrasema"	1
"9272"	"99030REM"	"Micrasema"	1
"9273"	"99025REM"	"Micrasema"	4
"9274"	"99003REM"	"Micrasema"	2
"9275"	"99001REM"	"Micrasema"	5
"9276"	"99035REM"	"Micrasema"	3
"9277"	"00001REM"	"Micrasema"	8
"9278"	"99021REM"	"Micrasema"	3
"9279"	"99020REM"	"Micrasema"	5
"9280"	"00011REM"	"Micrasema"	2
"9281"	"00006REM"	"Micrasema"	1
"9282"	"00041CSR"	"Micrasema"	1
"9283"	"00019CSR"	"Micrasema"	9
"9284"	"00036CSR"	"Micrasema"	6
"9285"	"00037CSR"	"Micrasema"	1
"9286"	"00031CSR"	"Micrasema"	1
"9287"	"00012CSR"	"Micrasema"	4
"9288"	"00057CSR"	"Micrasema"	1
"9289"	"00040CSR"	"Micrasema"	1
"9290"	"00025CSR"	"Micrasema"	3
"9291"	"01080CSR"	"Micrasema"	35
"9292"	"00048CSR"	"Micrasema"	1
"9293"	"00050CSR"	"Micrasema"	7
"9294"	"00059CSR"	"Micrasema"	1
"9295"	"00070CSR"	"Micrasema"	4
"9296"	"00033CSR"	"Micrasema"	15
"9297"	"00049CSR"	"Micrasema"	3
"9298"	"00004CSR"	"Micrasema"	3
"9299"	"00018CSR"	"Micrasema"	3
"9300"	"00003CSR"	"Micrasema"	4
"9301"	"00017CSR"	"Micrasema"	4
"9302"	"00027REM"	"Micrasema"	2
"9303"	"00017REM"	"Micrasema"	11
"9304"	"00036REM"	"Micrasema"	1
"9305"	"00033REM"	"Micrasema"	6
"9306"	"00003REM"	"Micrasema"	2
"9307"	"00029REM"	"Micrasema"	65
"9308"	"00034REM"	"Micrasema"	6
"9309"	"00032REM"	"Micrasema"	3
"9310"	"00019REM"	"Micrasema"	9
"9311"	"00007REM"	"Micrasema"	7
"9312"	"00025REM"	"Micrasema"	1
"9313"	"00009REM"	"Micrasema"	19
"9314"	"00013REM"	"Micrasema"	1
"9315"	"00012REM"	"Micrasema"	9
"9316"	"00002REM"	"Micrasema"	3
"9317"	"00022REM"	"Micrasema"	21
"9318"	"00026REM"	"Micrasema"	6
"9319"	"00016REM"	"Micrasema"	1
"9320"	"00021REM"	"Micrasema"	5
"9321"	"00010REM"	"Micrasema"	6
"9322"	"00047CSR"	"Micrasema"	2
"9323"	"00002SPS"	"Micrasema"	3
"9324"	"00001SPS"	"Micrasema"	8
"9325"	"00003WSE"	"Micrasema"	2
"9326"	"00004WSE"	"Micrasema"	8
"9327"	"00006WSE"	"Micrasema"	7
"9328"	"00008WSE"	"Micrasema"	3
"9329"	"00009WSE"	"Micrasema"	11
"9330"	"00011WSE"	"Micrasema"	38
"9331"	"00030REM"	"Micrasema"	1
"9332"	"00028REM"	"Micrasema"	12
"9333"	"01093CSR"	"Micrasema"	1
"9334"	"01094CSR"	"Micrasema"	1
"9335"	"01095CSR"	"Micrasema"	2
"9336"	"01104CSR"	"Micrasema"	1
"9337"	"01105CSR"	"Micrasema"	1
"9338"	"01106CSR"	"Micrasema"	25
"9339"	"01108CSR"	"Micrasema"	49
"9340"	"01109CSR"	"Micrasema"	7
"9341"	"01110CSR"	"Micrasema"	1
"9342"	"01025CSR"	"Micrasema"	6
"9343"	"01027CSR"	"Micrasema"	5
"9344"	"01041CSR"	"Micrasema"	1
"9345"	"01003CSR"	"Micrasema"	2
"9346"	"01012CSR"	"Micrasema"	2
"9347"	"01013CSR"	"Micrasema"	5
"9348"	"01065CSR"	"Micrasema"	2
"9349"	"01066CSR"	"Micrasema"	1
"9350"	"01067CSR"	"Micrasema"	2
"9351"	"01069CSR"	"Micrasema"	7
"9352"	"01072CSR"	"Micrasema"	1
"9353"	"01051CSR"	"Micrasema"	1
"9354"	"01059CSR"	"Micrasema"	4
"9355"	"01085CSR"	"Micrasema"	1
"9356"	"01089CSR"	"Micrasema"	3
"9357"	"01090CSR"	"Micrasema"	32
"9358"	"01031WSE"	"Micrasema"	12
"9359"	"01033WSE"	"Micrasema"	47
"9360"	"01038WSE"	"Micrasema"	2
"9361"	"01039WSE"	"Micrasema"	28
"9362"	"01041WSE"	"Micrasema"	39
"9363"	"01111CSR"	"Micrasema"	1
"9364"	"01112CSR"	"Micrasema"	14
"9365"	"01114CSR"	"Micrasema"	85
"9366"	"01116CSR"	"Micrasema"	1
"9367"	"01117CSR"	"Micrasema"	7
"9368"	"01119CSR"	"Micrasema"	5
"9369"	"99028CSR"	"Apatania"	2
"9370"	"99068CSR"	"Apatania"	1
"9371"	"99070CSR"	"Apatania"	1
"9372"	"99059CSR"	"Apatania"	1
"9373"	"00029CSR"	"Apatania"	10
"9374"	"99069CSR"	"Apatania"	1
"9375"	"99001CSR"	"Apatania"	1
"9376"	"00039CSR"	"Apatania"	16
"9377"	"99035CSR"	"Apatania"	2
"9378"	"99050CSR"	"Apatania"	2
"9379"	"99018REM"	"Apatania"	6
"9380"	"99016REM"	"Apatania"	5
"9381"	"00011REM"	"Apatania"	18
"9382"	"00002CSR"	"Apatania"	2
"9383"	"00052CSR"	"Apatania"	2
"9384"	"00045CSR"	"Apatania"	1
"9385"	"00013CSR"	"Apatania"	2
"9386"	"00056CSR"	"Apatania"	2
"9387"	"00040CSR"	"Apatania"	1
"9388"	"00038CSR"	"Apatania"	4
"9389"	"00025CSR"	"Apatania"	3
"9390"	"00004CSR"	"Apatania"	3
"9391"	"00003CSR"	"Apatania"	37
"9392"	"00008REM"	"Apatania"	3
"9393"	"00019REM"	"Apatania"	10
"9394"	"00005REM"	"Apatania"	1
"9395"	"00009REM"	"Apatania"	5
"9396"	"00013REM"	"Apatania"	4
"9397"	"00016REM"	"Apatania"	1
"9398"	"00021REM"	"Apatania"	1
"9399"	"00047CSR"	"Apatania"	2
"9400"	"00004WSE"	"Apatania"	1
"9401"	"00010WSE"	"Apatania"	1
"9402"	"00030REM"	"Apatania"	2
"9403"	"01094CSR"	"Apatania"	1
"9404"	"01105CSR"	"Apatania"	1
"9405"	"01109CSR"	"Apatania"	26
"9406"	"01037CSR"	"Apatania"	41
"9407"	"01041CSR"	"Apatania"	1
"9408"	"01005CSR"	"Apatania"	1
"9409"	"01065CSR"	"Apatania"	21
"9410"	"01067CSR"	"Apatania"	53
"9411"	"01069CSR"	"Apatania"	93
"9412"	"01059CSR"	"Apatania"	149
"9413"	"01062CSR"	"Apatania"	1
"9414"	"01031WSE"	"Apatania"	2
"9415"	"01041WSE"	"Apatania"	1
"9416"	"01118CSR"	"Apatania"	1
"9417"	"99014CSR"	"Pedomoecus"	1
"9418"	"99013CSR"	"Pedomoecus sierra"	1
"9419"	"00040CSR"	"Pedomoecus sierra"	1
"9420"	"00020REM"	"Pedomoecus sierra"	1
"9421"	"01072CSR"	"Pedomoecus sierra"	1
"9422"	"01039WSE"	"Pedomoecus sierra"	1
"9423"	"99004SPS"	"Glossosomatidae"	1
"9424"	"00063CSR"	"Glossosomatidae"	1
"9425"	"99023CSR"	"Glossosomatidae"	1
"9426"	"99044CSR"	"Glossosomatidae"	1
"9427"	"99029CSR"	"Glossosomatidae"	4
"9428"	"99026REM"	"Glossosomatidae"	1
"9429"	"99023REM"	"Glossosomatidae"	2
"9430"	"00019CSR"	"Glossosomatidae"	1
"9431"	"01080CSR"	"Glossosomatidae"	2
"9432"	"00061CSR"	"Glossosomatidae"	5
"9433"	"00018REM"	"Glossosomatidae"	4
"9434"	"01106CSR"	"Glossosomatidae"	11
"9435"	"01108CSR"	"Glossosomatidae"	31
"9436"	"01016CSR"	"Glossosomatidae"	1
"9437"	"01023CSR"	"Glossosomatidae"	46
"9438"	"01037CSR"	"Glossosomatidae"	4
"9439"	"01005CSR"	"Glossosomatidae"	45
"9440"	"01007CSR"	"Glossosomatidae"	1
"9441"	"01065CSR"	"Glossosomatidae"	1
"9442"	"01066CSR"	"Glossosomatidae"	1
"9443"	"01067CSR"	"Glossosomatidae"	3
"9444"	"01086CSR"	"Glossosomatidae"	1
"9445"	"01042WSE"	"Glossosomatidae"	2
"9446"	"01112CSR"	"Glossosomatidae"	18
"9447"	"01116CSR"	"Glossosomatidae"	1
"9448"	"01117CSR"	"Glossosomatidae"	59
"9449"	"00029CSR"	"Agapetus"	1
"9450"	"99004CSR"	"Agapetus"	13
"9451"	"99002CSR"	"Agapetus"	2
"9452"	"99015CSR"	"Agapetus"	3
"9453"	"99038CSR"	"Agapetus"	1
"9454"	"99043CSR"	"Agapetus"	5
"9455"	"99012REM"	"Agapetus"	5
"9456"	"99007REM"	"Agapetus"	1
"9457"	"99023REM"	"Agapetus"	1
"9458"	"99027REM"	"Agapetus"	5
"9459"	"99011REM"	"Agapetus"	2
"9460"	"99018REM"	"Agapetus"	16
"9461"	"99017REM"	"Agapetus"	1
"9462"	"00014CSR"	"Agapetus"	2
"9463"	"00013CSR"	"Agapetus"	9
"9464"	"00056CSR"	"Agapetus"	3
"9465"	"00038CSR"	"Agapetus"	1
"9466"	"00009CSR"	"Agapetus"	1
"9467"	"00003CSR"	"Agapetus"	17
"9468"	"00027REM"	"Agapetus"	6
"9469"	"00032REM"	"Agapetus"	4
"9470"	"00013REM"	"Agapetus"	1
"9471"	"00002REM"	"Agapetus"	2
"9472"	"00022REM"	"Agapetus"	9
"9473"	"00002WSE"	"Agapetus"	12
"9474"	"00011WSE"	"Agapetus"	1
"9475"	"01094CSR"	"Agapetus"	3
"9476"	"01023CSR"	"Agapetus"	4
"9477"	"01007CSR"	"Agapetus"	1
"9478"	"01042WSE"	"Agapetus"	8
"9479"	"01044WSE"	"Agapetus"	7
"9480"	"99032REM"	"Anagapetus"	2
"9481"	"00001WSE"	"Anagapetus"	1
"9482"	"00006WSE"	"Anagapetus"	2
"9483"	"00009WSE"	"Anagapetus"	3
"9484"	"01093CSR"	"Anagapetus"	6
"9485"	"01106CSR"	"Anagapetus"	82
"9486"	"01108CSR"	"Anagapetus"	41
"9487"	"01109CSR"	"Anagapetus"	2
"9488"	"01072CSR"	"Anagapetus"	20
"9489"	"01059CSR"	"Anagapetus"	12
"9490"	"01090CSR"	"Anagapetus"	6
"9491"	"01031WSE"	"Anagapetus"	17
"9492"	"01044WSE"	"Anagapetus"	2
"9493"	"99018CSR"	"Glossosoma"	1
"9494"	"99061CSR"	"Glossosoma"	11
"9495"	"99028CSR"	"Glossosoma"	2
"9496"	"00043CSR"	"Glossosoma"	3
"9497"	"00008CSR"	"Glossosoma"	3
"9498"	"99021CSR"	"Glossosoma"	1
"9499"	"99015REM"	"Glossosoma"	15
"9500"	"99074CSR"	"Glossosoma"	21
"9501"	"99039CSR"	"Glossosoma"	19
"9502"	"99004SPS"	"Glossosoma"	5
"9503"	"99005SPS"	"Glossosoma"	3
"9504"	"99006SPS"	"Glossosoma"	2
"9505"	"99062CSR"	"Glossosoma"	15
"9506"	"99016CSR"	"Glossosoma"	1
"9507"	"00028CSR"	"Glossosoma"	32
"9508"	"99049CSR"	"Glossosoma"	1
"9509"	"00054CSR"	"Glossosoma"	1
"9510"	"99068CSR"	"Glossosoma"	12
"9511"	"99055CSR"	"Glossosoma"	2
"9512"	"00063CSR"	"Glossosoma"	42
"9513"	"99070CSR"	"Glossosoma"	8
"9514"	"99072CSR"	"Glossosoma"	1
"9515"	"99059CSR"	"Glossosoma"	1
"9516"	"00029CSR"	"Glossosoma"	8
"9517"	"99057CSR"	"Glossosoma"	1
"9518"	"99026CSR"	"Glossosoma"	3
"9519"	"99042CSR"	"Glossosoma"	3
"9520"	"99020CSR"	"Glossosoma"	3
"9521"	"99041CSR"	"Glossosoma"	17
"9522"	"99051CSR"	"Glossosoma"	3
"9523"	"99052CSR"	"Glossosoma"	4
"9524"	"99053CSR"	"Glossosoma"	4
"9525"	"00016CSR"	"Glossosoma"	5
"9526"	"99002CSR"	"Glossosoma"	1
"9527"	"99065CSR"	"Glossosoma"	2
"9528"	"99001SPS"	"Glossosoma"	5
"9529"	"99003SPS"	"Glossosoma"	31
"9530"	"99033REM"	"Glossosoma"	4
"9531"	"99015CSR"	"Glossosoma"	26
"9532"	"99013REM"	"Glossosoma"	1
"9533"	"99013CSR"	"Glossosoma"	2
"9534"	"00039CSR"	"Glossosoma"	31
"9535"	"99012CSR"	"Glossosoma"	3
"9536"	"99071CSR"	"Glossosoma"	8
"9537"	"99073CSR"	"Glossosoma"	53
"9538"	"99046CSR"	"Glossosoma"	25
"9539"	"99032CSR"	"Glossosoma"	4
"9540"	"99054CSR"	"Glossosoma"	6
"9541"	"99023CSR"	"Glossosoma"	10
"9542"	"99024CSR"	"Glossosoma"	33
"9543"	"99038CSR"	"Glossosoma"	4
"9544"	"99022CSR"	"Glossosoma"	6
"9545"	"00005CSR"	"Glossosoma"	31
"9546"	"99035CSR"	"Glossosoma"	1
"9547"	"99058CSR"	"Glossosoma"	1
"9548"	"99014CSR"	"Glossosoma"	1
"9549"	"99043CSR"	"Glossosoma"	6
"9550"	"99045CSR"	"Glossosoma"	2
"9551"	"99029CSR"	"Glossosoma"	16
"9552"	"99033CSR"	"Glossosoma"	10
"9553"	"99012REM"	"Glossosoma"	43
"9554"	"99023REM"	"Glossosoma"	8
"9555"	"99030REM"	"Glossosoma"	3
"9556"	"99027REM"	"Glossosoma"	1
"9557"	"99022REM"	"Glossosoma"	1
"9558"	"99011REM"	"Glossosoma"	5
"9559"	"99029REM"	"Glossosoma"	14
"9560"	"99002REM"	"Glossosoma"	1
"9561"	"99018REM"	"Glossosoma"	63
"9562"	"99003REM"	"Glossosoma"	2
"9563"	"99017REM"	"Glossosoma"	21
"9564"	"99001REM"	"Glossosoma"	10
"9565"	"99035REM"	"Glossosoma"	11
"9566"	"99014REM"	"Glossosoma"	2
"9567"	"99032REM"	"Glossosoma"	20
"9568"	"99031REM"	"Glossosoma"	18
"9569"	"99005REM"	"Glossosoma"	15
"9570"	"99006REM"	"Glossosoma"	5
"9571"	"99004REM"	"Glossosoma"	5
"9572"	"00001REM"	"Glossosoma"	23
"9573"	"00011REM"	"Glossosoma"	5
"9574"	"00006REM"	"Glossosoma"	1
"9575"	"00020CSR"	"Glossosoma"	1
"9576"	"00002CSR"	"Glossosoma"	7
"9577"	"00041CSR"	"Glossosoma"	1
"9578"	"00019CSR"	"Glossosoma"	25
"9579"	"00052CSR"	"Glossosoma"	16
"9580"	"00036CSR"	"Glossosoma"	39
"9581"	"00053CSR"	"Glossosoma"	64
"9582"	"00026CSR"	"Glossosoma"	11
"9583"	"00065CSR"	"Glossosoma"	5
"9584"	"00035CSR"	"Glossosoma"	29
"9585"	"00037CSR"	"Glossosoma"	12
"9586"	"00045CSR"	"Glossosoma"	4
"9587"	"00062CSR"	"Glossosoma"	21
"9588"	"00014CSR"	"Glossosoma"	2
"9589"	"00013CSR"	"Glossosoma"	2
"9590"	"00103CSR"	"Glossosoma"	1
"9591"	"00031CSR"	"Glossosoma"	1
"9592"	"00012CSR"	"Glossosoma"	4
"9593"	"00057CSR"	"Glossosoma"	14
"9594"	"00067CSR"	"Glossosoma"	8
"9595"	"00027CSR"	"Glossosoma"	52
"9596"	"00010CSR"	"Glossosoma"	3
"9597"	"00055CSR"	"Glossosoma"	5
"9598"	"00056CSR"	"Glossosoma"	3
"9599"	"00040CSR"	"Glossosoma"	47
"9600"	"00038CSR"	"Glossosoma"	18
"9601"	"01080CSR"	"Glossosoma"	5
"9602"	"00048CSR"	"Glossosoma"	3
"9603"	"00050CSR"	"Glossosoma"	64
"9604"	"00070CSR"	"Glossosoma"	2
"9605"	"00071CSR"	"Glossosoma"	9
"9606"	"00007CSR"	"Glossosoma"	32
"9607"	"00034CSR"	"Glossosoma"	93
"9608"	"00006CSR"	"Glossosoma"	7
"9609"	"00060CSR"	"Glossosoma"	18
"9610"	"00004CSR"	"Glossosoma"	94
"9611"	"00061CSR"	"Glossosoma"	250
"9612"	"00018CSR"	"Glossosoma"	3
"9613"	"00003CSR"	"Glossosoma"	17
"9614"	"00017CSR"	"Glossosoma"	27
"9615"	"00027REM"	"Glossosoma"	78
"9616"	"00017REM"	"Glossosoma"	22
"9617"	"00036REM"	"Glossosoma"	19
"9618"	"00033REM"	"Glossosoma"	35
"9619"	"00008REM"	"Glossosoma"	2
"9620"	"00003REM"	"Glossosoma"	2
"9621"	"00029REM"	"Glossosoma"	2
"9622"	"00034REM"	"Glossosoma"	5
"9623"	"00032REM"	"Glossosoma"	260
"9624"	"00019REM"	"Glossosoma"	3
"9625"	"00007REM"	"Glossosoma"	31
"9626"	"00031REM"	"Glossosoma"	18
"9627"	"00020REM"	"Glossosoma"	7
"9628"	"00025REM"	"Glossosoma"	13
"9629"	"00018REM"	"Glossosoma"	10
"9630"	"00005REM"	"Glossosoma"	9
"9631"	"00013REM"	"Glossosoma"	57
"9632"	"00014REM"	"Glossosoma"	18
"9633"	"00012REM"	"Glossosoma"	12
"9634"	"00002REM"	"Glossosoma"	22
"9635"	"00022REM"	"Glossosoma"	59
"9636"	"00026REM"	"Glossosoma"	10
"9637"	"00016REM"	"Glossosoma"	28
"9638"	"00021REM"	"Glossosoma"	12
"9639"	"00010REM"	"Glossosoma"	73
"9640"	"00047CSR"	"Glossosoma"	16
"9641"	"00002SPS"	"Glossosoma"	4
"9642"	"00001SPS"	"Glossosoma"	11
"9643"	"00002WSE"	"Glossosoma"	26
"9644"	"00003WSE"	"Glossosoma"	16
"9645"	"00008WSE"	"Glossosoma"	2
"9646"	"00010WSE"	"Glossosoma"	13
"9647"	"00012WSE"	"Glossosoma"	12
"9648"	"00004REM"	"Glossosoma"	1
"9649"	"00030REM"	"Glossosoma"	36
"9650"	"00028REM"	"Glossosoma"	7
"9651"	"01094CSR"	"Glossosoma"	2
"9652"	"01095CSR"	"Glossosoma"	4
"9653"	"01095CSR"	"Glossosoma"	3
"9654"	"01096CSR"	"Glossosoma"	4
"9655"	"01104CSR"	"Glossosoma"	3
"9656"	"01105CSR"	"Glossosoma"	10
"9657"	"01108CSR"	"Glossosoma"	37
"9658"	"01109CSR"	"Glossosoma"	27
"9659"	"01110CSR"	"Glossosoma"	1
"9660"	"01016CSR"	"Glossosoma"	4
"9661"	"01025CSR"	"Glossosoma"	2
"9662"	"01037CSR"	"Glossosoma"	43
"9663"	"01041CSR"	"Glossosoma"	78
"9664"	"01003CSR"	"Glossosoma"	5
"9665"	"01005CSR"	"Glossosoma"	4
"9666"	"01007CSR"	"Glossosoma"	1
"9667"	"01012CSR"	"Glossosoma"	5
"9668"	"01013CSR"	"Glossosoma"	8
"9669"	"01065CSR"	"Glossosoma"	5
"9670"	"01066CSR"	"Glossosoma"	1
"9671"	"01067CSR"	"Glossosoma"	3
"9672"	"01069CSR"	"Glossosoma"	71
"9673"	"01069CSR"	"Glossosoma"	43
"9674"	"01051CSR"	"Glossosoma"	9
"9675"	"01056CSR"	"Glossosoma"	4
"9676"	"01062CSR"	"Glossosoma"	3
"9677"	"01082CSR"	"Glossosoma"	16
"9678"	"01086CSR"	"Glossosoma"	1
"9679"	"01089CSR"	"Glossosoma"	3
"9680"	"01032WSE"	"Glossosoma"	3
"9681"	"01033WSE"	"Glossosoma"	7
"9682"	"01039WSE"	"Glossosoma"	5
"9683"	"01040WSE"	"Glossosoma"	1
"9684"	"01041WSE"	"Glossosoma"	1
"9685"	"01042WSE"	"Glossosoma"	4
"9686"	"01044WSE"	"Glossosoma"	1
"9687"	"01111CSR"	"Glossosoma"	2
"9688"	"01111CSR"	"Glossosoma"	4
"9689"	"01112CSR"	"Glossosoma"	9
"9690"	"01114CSR"	"Glossosoma"	35
"9691"	"01115CSR"	"Glossosoma"	4
"9692"	"01115CSR"	"Glossosoma"	2
"9693"	"01116CSR"	"Glossosoma"	2
"9694"	"01117CSR"	"Glossosoma"	13
"9695"	"01118CSR"	"Glossosoma"	1
"9696"	"01113CSR"	"Glossosoma"	1
"9697"	"01113CSR"	"Glossosoma"	5
"9698"	"00037CSR"	"Protoptila"	8
"9699"	"00012WSE"	"Protoptila"	1
"9700"	"99021CSR"	"Hydropsychidae"	2
"9701"	"99017CSR"	"Hydropsychidae"	1
"9702"	"99026CSR"	"Hydropsychidae"	3
"9703"	"99051CSR"	"Hydropsychidae"	12
"9704"	"99032CSR"	"Hydropsychidae"	3
"9705"	"99023CSR"	"Hydropsychidae"	5
"9706"	"99038CSR"	"Hydropsychidae"	5
"9707"	"99003REM"	"Hydropsychidae"	1
"9708"	"99017REM"	"Hydropsychidae"	13
"9709"	"99005REM"	"Hydropsychidae"	2
"9710"	"99004REM"	"Hydropsychidae"	1
"9711"	"00052CSR"	"Hydropsychidae"	8
"9712"	"00036CSR"	"Hydropsychidae"	5
"9713"	"00050CSR"	"Hydropsychidae"	4
"9714"	"01094CSR"	"Hydropsychidae"	1
"9715"	"01108CSR"	"Hydropsychidae"	15
"9716"	"01005CSR"	"Hydropsychidae"	7
"9717"	"01012CSR"	"Hydropsychidae"	3
"9718"	"01069CSR"	"Hydropsychidae"	33
"9719"	"01112CSR"	"Hydropsychidae"	10
"9720"	"99028CSR"	"Arctopsychinae"	4
"9721"	"99069CSR"	"Arctopsychinae"	4
"9722"	"01004CSR"	"Arctopsychinae"	1
"9723"	"00059CSR"	"Arctopsychinae"	3
"9724"	"00029REM"	"Arctopsychinae"	1
"9725"	"00034REM"	"Arctopsychinae"	2
"9726"	"00018REM"	"Arctopsychinae"	1
"9727"	"00009WSE"	"Arctopsychinae"	1
"9728"	"01093CSR"	"Arctopsychinae"	11
"9729"	"01108CSR"	"Arctopsychinae"	36
"9730"	"01110CSR"	"Arctopsychinae"	35
"9731"	"01072CSR"	"Arctopsychinae"	9
"9732"	"01085CSR"	"Arctopsychinae"	1
"9733"	"01090CSR"	"Arctopsychinae"	1
"9734"	"01036WSE"	"Arctopsychinae"	1
"9735"	"01041WSE"	"Arctopsychinae"	1
"9736"	"01114CSR"	"Arctopsychinae"	1
"9737"	"01118CSR"	"Arctopsychinae"	6
"9738"	"99030CSR"	"Arctopsyche"	6
"9739"	"01110CSR"	"Arctopsyche"	2
"9740"	"99018CSR"	"Arctopsyche grandis"	2
"9741"	"00043CSR"	"Arctopsyche grandis"	6
"9742"	"99062CSR"	"Arctopsyche grandis"	1
"9743"	"99052CSR"	"Arctopsyche grandis"	1
